,fold,kinship,image1,image2,kinship_type
175,4,1,father-dau/fd_071_1.jpg,father-dau/fd_071_2.jpg,father-dau
176,4,1,father-dau/fd_090_1.jpg,father-dau/fd_090_2.jpg,father-dau
177,4,1,father-dau/fd_014_1.jpg,father-dau/fd_014_2.jpg,father-dau
178,4,1,father-dau/fd_032_1.jpg,father-dau/fd_032_2.jpg,father-dau
179,4,1,father-dau/fd_108_1.jpg,father-dau/fd_108_2.jpg,father-dau
180,4,1,father-dau/fd_006_1.jpg,father-dau/fd_006_2.jpg,father-dau
181,4,1,father-dau/fd_125_1.jpg,father-dau/fd_125_2.jpg,father-dau
182,4,1,father-dau/fd_113_1.jpg,father-dau/fd_113_2.jpg,father-dau
183,4,1,father-dau/fd_128_1.jpg,father-dau/fd_128_2.jpg,father-dau
184,4,1,father-dau/fd_012_1.jpg,father-dau/fd_012_2.jpg,father-dau
185,4,1,father-dau/fd_117_1.jpg,father-dau/fd_117_2.jpg,father-dau
186,4,1,father-dau/fd_081_1.jpg,father-dau/fd_081_2.jpg,father-dau
187,4,1,father-dau/fd_023_1.jpg,father-dau/fd_023_2.jpg,father-dau
188,4,1,father-dau/fd_065_1.jpg,father-dau/fd_065_2.jpg,father-dau
189,4,0,father-dau/fd_064_1.jpg,father-dau/fd_043_2.jpg,father-dau
190,4,0,father-dau/fd_081_1.jpg,father-dau/fd_032_2.jpg,father-dau
191,4,0,father-dau/fd_052_1.jpg,father-dau/fd_047_2.jpg,father-dau
192,4,0,father-dau/fd_032_1.jpg,father-dau/fd_096_2.jpg,father-dau
193,4,0,father-dau/fd_012_1.jpg,father-dau/fd_023_2.jpg,father-dau
194,4,0,father-dau/fd_032_1.jpg,father-dau/fd_110_2.jpg,father-dau
195,4,0,father-dau/fd_128_1.jpg,father-dau/fd_032_2.jpg,father-dau
196,4,0,father-dau/fd_006_1.jpg,father-dau/fd_064_2.jpg,father-dau
197,4,0,father-dau/fd_096_1.jpg,father-dau/fd_012_2.jpg,father-dau
198,4,0,father-dau/fd_012_1.jpg,father-dau/fd_047_2.jpg,father-dau
199,4,0,father-dau/fd_023_1.jpg,father-dau/fd_066_2.jpg,father-dau
200,4,0,father-dau/fd_117_1.jpg,father-dau/fd_113_2.jpg,father-dau
201,4,0,father-dau/fd_076_1.jpg,father-dau/fd_032_2.jpg,father-dau
202,4,0,father-dau/fd_023_1.jpg,father-dau/fd_108_2.jpg,father-dau
203,4,0,father-dau/fd_114_1.jpg,father-dau/fd_079_2.jpg,father-dau
204,4,0,father-dau/fd_040_1.jpg,father-dau/fd_071_2.jpg,father-dau
205,4,0,father-dau/fd_032_1.jpg,father-dau/fd_132_2.jpg,father-dau
206,4,0,father-dau/fd_052_1.jpg,father-dau/fd_032_2.jpg,father-dau
207,4,0,father-dau/fd_096_1.jpg,father-dau/fd_032_2.jpg,father-dau
208,4,0,father-dau/fd_114_1.jpg,father-dau/fd_014_2.jpg,father-dau
209,4,0,father-dau/fd_090_1.jpg,father-dau/fd_023_2.jpg,father-dau
210,4,0,father-dau/fd_052_1.jpg,father-dau/fd_076_2.jpg,father-dau
211,4,0,father-dau/fd_043_1.jpg,father-dau/fd_056_2.jpg,father-dau
212,4,0,father-dau/fd_071_1.jpg,father-dau/fd_125_2.jpg,father-dau
213,4,0,father-dau/fd_052_1.jpg,father-dau/fd_066_2.jpg,father-dau
214,4,0,father-dau/fd_110_1.jpg,father-dau/fd_108_2.jpg,father-dau
215,4,0,father-dau/fd_125_1.jpg,father-dau/fd_043_2.jpg,father-dau
216,5,1,father-dau/fd_009_1.jpg,father-dau/fd_009_2.jpg,father-dau
217,5,1,father-dau/fd_063_1.jpg,father-dau/fd_063_2.jpg,father-dau
218,5,1,father-dau/fd_045_1.jpg,father-dau/fd_045_2.jpg,father-dau
219,5,1,father-dau/fd_041_1.jpg,father-dau/fd_041_2.jpg,father-dau
220,5,1,father-dau/fd_073_1.jpg,father-dau/fd_073_2.jpg,father-dau
221,5,1,father-dau/fd_037_1.jpg,father-dau/fd_037_2.jpg,father-dau
222,5,1,father-dau/fd_059_1.jpg,father-dau/fd_059_2.jpg,father-dau
223,5,1,father-dau/fd_058_1.jpg,father-dau/fd_058_2.jpg,father-dau
224,5,1,father-dau/fd_123_1.jpg,father-dau/fd_123_2.jpg,father-dau
225,5,1,father-dau/fd_089_1.jpg,father-dau/fd_089_2.jpg,father-dau
226,5,1,father-dau/fd_084_1.jpg,father-dau/fd_084_2.jpg,father-dau
227,5,1,father-dau/fd_005_1.jpg,father-dau/fd_005_2.jpg,father-dau
228,5,1,father-dau/fd_020_1.jpg,father-dau/fd_020_2.jpg,father-dau
229,5,1,father-dau/fd_093_1.jpg,father-dau/fd_093_2.jpg,father-dau
230,5,1,father-dau/fd_062_1.jpg,father-dau/fd_062_2.jpg,father-dau
231,5,1,father-dau/fd_018_1.jpg,father-dau/fd_018_2.jpg,father-dau
232,5,1,father-dau/fd_013_1.jpg,father-dau/fd_013_2.jpg,father-dau
233,5,1,father-dau/fd_034_1.jpg,father-dau/fd_034_2.jpg,father-dau
234,5,1,father-dau/fd_017_1.jpg,father-dau/fd_017_2.jpg,father-dau
235,5,1,father-dau/fd_001_1.jpg,father-dau/fd_001_2.jpg,father-dau
236,5,1,father-dau/fd_082_1.jpg,father-dau/fd_082_2.jpg,father-dau
237,5,1,father-dau/fd_134_1.jpg,father-dau/fd_134_2.jpg,father-dau
238,5,1,father-dau/fd_126_1.jpg,father-dau/fd_126_2.jpg,father-dau
239,5,1,father-dau/fd_086_1.jpg,father-dau/fd_086_2.jpg,father-dau
240,5,1,father-dau/fd_100_1.jpg,father-dau/fd_100_2.jpg,father-dau
241,5,1,father-dau/fd_127_1.jpg,father-dau/fd_127_2.jpg,father-dau
242,5,0,father-dau/fd_059_1.jpg,father-dau/fd_017_2.jpg,father-dau
243,5,0,father-dau/fd_082_1.jpg,father-dau/fd_127_2.jpg,father-dau
244,5,0,father-dau/fd_020_1.jpg,father-dau/fd_086_2.jpg,father-dau
245,5,0,father-dau/fd_005_1.jpg,father-dau/fd_082_2.jpg,father-dau
246,5,0,father-dau/fd_134_1.jpg,father-dau/fd_073_2.jpg,father-dau
247,5,0,father-dau/fd_084_1.jpg,father-dau/fd_093_2.jpg,father-dau
248,5,0,father-dau/fd_017_1.jpg,father-dau/fd_062_2.jpg,father-dau
249,5,0,father-dau/fd_045_1.jpg,father-dau/fd_005_2.jpg,father-dau
250,5,0,father-dau/fd_126_1.jpg,father-dau/fd_001_2.jpg,father-dau
251,5,0,father-dau/fd_100_1.jpg,father-dau/fd_062_2.jpg,father-dau
252,5,0,father-dau/fd_009_1.jpg,father-dau/fd_018_2.jpg,father-dau
253,5,0,father-dau/fd_134_1.jpg,father-dau/fd_127_2.jpg,father-dau
254,5,0,father-dau/fd_037_1.jpg,father-dau/fd_017_2.jpg,father-dau
255,5,0,father-dau/fd_093_1.jpg,father-dau/fd_100_2.jpg,father-dau
256,5,0,father-dau/fd_017_1.jpg,father-dau/fd_037_2.jpg,father-dau
257,5,0,father-dau/fd_005_1.jpg,father-dau/fd_073_2.jpg,father-dau
258,5,0,father-dau/fd_127_1.jpg,father-dau/fd_089_2.jpg,father-dau
259,5,0,father-dau/fd_063_1.jpg,father-dau/fd_001_2.jpg,father-dau
260,5,0,father-dau/fd_086_1.jpg,father-dau/fd_058_2.jpg,father-dau
261,5,0,father-dau/fd_059_1.jpg,father-dau/fd_100_2.jpg,father-dau
262,5,0,father-dau/fd_041_1.jpg,father-dau/fd_100_2.jpg,father-dau
263,5,0,father-dau/fd_017_1.jpg,father-dau/fd_126_2.jpg,father-dau
264,5,0,father-dau/fd_037_1.jpg,father-dau/fd_005_2.jpg,father-dau
265,5,0,father-dau/fd_045_1.jpg,father-dau/fd_126_2.jpg,father-dau
266,5,0,father-dau/fd_062_1.jpg,father-dau/fd_123_2.jpg,father-dau
267,5,0,father-dau/fd_089_1.jpg,father-dau/fd_126_2.jpg,father-dau
268,1,1,mother-dau/md_024_1.jpg,mother-dau/md_024_2.jpg,mother-dau
269,1,1,mother-dau/md_092_1.jpg,mother-dau/md_092_2.jpg,mother-dau
270,1,1,mother-dau/md_124_1.jpg,mother-dau/md_124_2.jpg,mother-dau
271,1,1,mother-dau/md_031_1.jpg,mother-dau/md_031_2.jpg,mother-dau
272,1,1,mother-dau/md_008_1.jpg,mother-dau/md_008_2.jpg,mother-dau
273,1,1,mother-dau/md_042_1.jpg,mother-dau/md_042_2.jpg,mother-dau
274,1,1,mother-dau/md_120_1.jpg,mother-dau/md_120_2.jpg,mother-dau
275,1,1,mother-dau/md_021_1.jpg,mother-dau/md_021_2.jpg,mother-dau
276,1,1,mother-dau/md_118_1.jpg,mother-dau/md_118_2.jpg,mother-dau
277,1,1,mother-dau/md_099_1.jpg,mother-dau/md_099_2.jpg,mother-dau
278,1,1,mother-dau/md_091_1.jpg,mother-dau/md_091_2.jpg,mother-dau
279,1,1,mother-dau/md_025_1.jpg,mother-dau/md_025_2.jpg,mother-dau
280,1,1,mother-dau/md_055_1.jpg,mother-dau/md_055_2.jpg,mother-dau
281,1,1,mother-dau/md_085_1.jpg,mother-dau/md_085_2.jpg,mother-dau
282,1,1,mother-dau/md_015_1.jpg,mother-dau/md_015_2.jpg,mother-dau
283,1,1,mother-dau/md_050_1.jpg,mother-dau/md_050_2.jpg,mother-dau
284,1,1,mother-dau/md_051_1.jpg,mother-dau/md_051_2.jpg,mother-dau
285,1,1,mother-dau/md_027_1.jpg,mother-dau/md_027_2.jpg,mother-dau
286,1,1,mother-dau/md_030_1.jpg,mother-dau/md_030_2.jpg,mother-dau
287,1,1,mother-dau/md_094_1.jpg,mother-dau/md_094_2.jpg,mother-dau
288,1,1,mother-dau/md_039_1.jpg,mother-dau/md_039_2.jpg,mother-dau
289,1,1,mother-dau/md_026_1.jpg,mother-dau/md_026_2.jpg,mother-dau
290,1,1,mother-dau/md_111_1.jpg,mother-dau/md_111_2.jpg,mother-dau
291,1,1,mother-dau/md_106_1.jpg,mother-dau/md_106_2.jpg,mother-dau
292,1,1,mother-dau/md_002_1.jpg,mother-dau/md_002_2.jpg,mother-dau
293,1,0,mother-dau/md_094_1.jpg,mother-dau/md_091_2.jpg,mother-dau
294,1,0,mother-dau/md_055_1.jpg,mother-dau/md_042_2.jpg,mother-dau
295,1,0,mother-dau/md_051_1.jpg,mother-dau/md_118_2.jpg,mother-dau
296,1,0,mother-dau/md_002_1.jpg,mother-dau/md_030_2.jpg,mother-dau
297,1,0,mother-dau/md_091_1.jpg,mother-dau/md_030_2.jpg,mother-dau
298,1,0,mother-dau/md_120_1.jpg,mother-dau/md_091_2.jpg,mother-dau
299,1,0,mother-dau/md_106_1.jpg,mother-dau/md_027_2.jpg,mother-dau
300,1,0,mother-dau/md_042_1.jpg,mother-dau/md_039_2.jpg,mother-dau
301,1,0,mother-dau/md_050_1.jpg,mother-dau/md_031_2.jpg,mother-dau
302,1,0,mother-dau/md_042_1.jpg,mother-dau/md_050_2.jpg,mother-dau
303,1,0,mother-dau/md_050_1.jpg,mother-dau/md_099_2.jpg,mother-dau
304,1,0,mother-dau/md_015_1.jpg,mother-dau/md_025_2.jpg,mother-dau
305,1,0,mother-dau/md_021_1.jpg,mother-dau/md_024_2.jpg,mother-dau
306,1,0,mother-dau/md_099_1.jpg,mother-dau/md_027_2.jpg,mother-dau
307,1,0,mother-dau/md_008_1.jpg,mother-dau/md_015_2.jpg,mother-dau
308,1,0,mother-dau/md_092_1.jpg,mother-dau/md_099_2.jpg,mother-dau
309,1,0,mother-dau/md_027_1.jpg,mother-dau/md_124_2.jpg,mother-dau
310,1,0,mother-dau/md_118_1.jpg,mother-dau/md_031_2.jpg,mother-dau
311,1,0,mother-dau/md_030_1.jpg,mother-dau/md_025_2.jpg,mother-dau
312,1,0,mother-dau/md_085_1.jpg,mother-dau/md_031_2.jpg,mother-dau
313,1,0,mother-dau/md_025_1.jpg,mother-dau/md_027_2.jpg,mother-dau
314,1,0,mother-dau/md_111_1.jpg,mother-dau/md_120_2.jpg,mother-dau
315,1,0,mother-dau/md_120_1.jpg,mother-dau/md_026_2.jpg,mother-dau
316,1,0,mother-dau/md_042_1.jpg,mother-dau/md_039_2.jpg,mother-dau
317,1,0,mother-dau/md_111_1.jpg,mother-dau/md_042_2.jpg,mother-dau
318,2,1,mother-dau/md_088_1.jpg,mother-dau/md_088_2.jpg,mother-dau
319,2,1,mother-dau/md_087_1.jpg,mother-dau/md_087_2.jpg,mother-dau
320,2,1,mother-dau/md_029_1.jpg,mother-dau/md_029_2.jpg,mother-dau
321,2,1,mother-dau/md_097_1.jpg,mother-dau/md_097_2.jpg,mother-dau
322,2,1,mother-dau/md_068_1.jpg,mother-dau/md_068_2.jpg,mother-dau
