person1,person2,image1,image2,relationship,family
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q238402,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Katherine%20Jackson42654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q361297,Q2831,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Jackson%20Cannes%202014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Jackson%20in%201988.jpg,parent - child,542
Q16492,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Lee%20Berners-Lee%20%28n%C3%A9e%20Woods%29.png,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,519
Q16492,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Lee%20Berners-Lee%20%28n%C3%A9e%20Woods%29.png,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,519
Q5166696,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/ConwayBerners-Lee1991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,519
Q5166696,Q80,http://commons.wikimedia.org/wiki/Special:FilePath/ConwayBerners-Lee1991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Tim%20Berners-Lee%20%28cropped%29.jpg,parent - child,519
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,680
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,680
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,680
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,680
