person,personLabel,personImage,personGender,child,childLabel,childImage,childGender
Q557388,Gérard Calvi,http://commons.wikimedia.org/wiki/Special:FilePath/Identite-Gerard-Calvi-1970.jpg,male,Q3573536,Yves Calvi,http://commons.wikimedia.org/wiki/Special:FilePath/CALVI%20Yves-24x30-2010.jpg,male
Q277444,Heydar Ghiai,http://commons.wikimedia.org/wiki/Special:FilePath/Heydar%20Ghiai%20%2821%2007%201977%29.jpg,male,Q3573668,Yves Ghiai,http://commons.wikimedia.org/wiki/Special:FilePath/YfgcPortrait.jpg,male
Q613191,Anwar Nusseibeh,http://commons.wikimedia.org/wiki/Special:FilePath/Anwar%20Nusseibeh.jpg,male,Q3574658,Zaki Nusseibeh,http://commons.wikimedia.org/wiki/Special:FilePath/Excellency%20Zaki%20Nusseibeh.jpeg,male
Q218311,François Jacob,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Jacob%20nobel.jpg,male,Q3579460,Odile Jacob,http://commons.wikimedia.org/wiki/Special:FilePath/Odile%20jacob%20portrait.jpg,female
Q106940,Alida Valli,http://commons.wikimedia.org/wiki/Special:FilePath/Alida-Valli-1947.jpg,female,Q3659254,Carlo De Mejo,http://commons.wikimedia.org/wiki/Special:FilePath/Carlodemeio921%20%28cropped%29.jpg,male
Q3886405,Oscar De Mejo,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20De%20Mejo.jpg,male,Q3659254,Carlo De Mejo,http://commons.wikimedia.org/wiki/Special:FilePath/Carlodemeio921%20%28cropped%29.jpg,male
Q433903,Claudio Gora,http://commons.wikimedia.org/wiki/Special:FilePath/Claudio%20Gora.png,male,Q3659431,Carlo Giordana,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20Giordana%20nel%20sole.png,male
Q451206,Marina Berti,http://commons.wikimedia.org/wiki/Special:FilePath/Marina%20Berti%20%28Quo%20Vadis%29.jpg,female,Q3659431,Carlo Giordana,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20Giordana%20nel%20sole.png,male
Q56074,Rocío Dúrcal,http://commons.wikimedia.org/wiki/Special:FilePath/Rocio%20Durcal%201962.jpg,female,Q3660315,Carmen Morales,http://commons.wikimedia.org/wiki/Special:FilePath/Carmen%20Morales%20%28cropped%29.jpg,female
Q6321752,Junior,http://commons.wikimedia.org/wiki/Special:FilePath/Junior%20Los%20Brincos.jpg,male,Q3660315,Carmen Morales,http://commons.wikimedia.org/wiki/Special:FilePath/Carmen%20Morales%20%28cropped%29.jpg,female
Q2744873,Jose  Toha Gonzalez,http://commons.wikimedia.org/wiki/Special:FilePath/Toh%C3%A1-Allende.jpg,male,Q3660574,Carolina Tohá,http://commons.wikimedia.org/wiki/Special:FilePath/Carolina%20Toh%C3%A1.jpg,female
Q8052422,Yeoh Tiong Lay,http://commons.wikimedia.org/wiki/Special:FilePath/Yeoh%20Tiong%20Lay.jpg,male,Q3661782,Francis Yeoh,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20yeoh.jpg,male
Q2669336,Garin Nugroho,http://commons.wikimedia.org/wiki/Special:FilePath/Garin%20Nugroho.jpg,male,Q3663579,Kamila Andini,http://commons.wikimedia.org/wiki/Special:FilePath/Kamila%20Andini%2C%20Indonesia-Germany%20Institute%2C%20Yogyakarta%202018-02-14%2002.jpg,female
Q3742166,Felice Ippolito,http://commons.wikimedia.org/wiki/Special:FilePath/1657543657161%20NP0119%20Felice%20IPPOLITO%20002%20MOBILE.jpg,male,Q3616822,Angelica Ippolito,http://commons.wikimedia.org/wiki/Special:FilePath/Angelica%20Ippolito.jpg,female
Q3802287,Isabella Quarantotti,http://commons.wikimedia.org/wiki/Special:FilePath/Isabella%20Quarantotti%201951.jpg,female,Q3616822,Angelica Ippolito,http://commons.wikimedia.org/wiki/Special:FilePath/Angelica%20Ippolito.jpg,female
Q3802287,Isabella Quarantotti,http://commons.wikimedia.org/wiki/Special:FilePath/Isabella%20Quarantotti%201951.jpg,female,Q3616822,Angelica Ippolito,http://commons.wikimedia.org/wiki/Special:FilePath/Angelica%20Ippolito.jpg,female
Q19727796,Oscar Andò,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20And%C3%B2.jpg,male,Q3619178,Antonio Andò,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20And%C3%B2.jpg,male
Q472856,Giacomo Debenedetti,http://commons.wikimedia.org/wiki/Special:FilePath/Giacomo%20Debenedetti.jpg,male,Q3619515,Antonio Debenedetti,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Debenedetti%20%282010%29.jpg,male
Q3439989,Roland Castro,http://commons.wikimedia.org/wiki/Special:FilePath/Roland%20Castro-2%20%2840581873873%29.jpg,male,Q3574974,Zazon,http://commons.wikimedia.org/wiki/Special:FilePath/Zazon.jpg,female
Q2868332,Assi Rahbani,http://commons.wikimedia.org/wiki/Special:FilePath/Assi%20rahbani.jpg,male,Q3575465,Ziad Rahbani,http://commons.wikimedia.org/wiki/Special:FilePath/Ziad%20rahbani%202001.jpg,male
Q3247658,Fairuz,http://commons.wikimedia.org/wiki/Special:FilePath/Fairuz%20in%20btd%20concert%202001.jpg,female,Q3575465,Ziad Rahbani,http://commons.wikimedia.org/wiki/Special:FilePath/Ziad%20rahbani%202001.jpg,male
Q3247658,Fairuz,http://commons.wikimedia.org/wiki/Special:FilePath/Fairuz04.jpg,female,Q3575465,Ziad Rahbani,http://commons.wikimedia.org/wiki/Special:FilePath/Ziad%20rahbani%202001.jpg,male
Q20961846,Henri Gourarier,http://commons.wikimedia.org/wiki/Special:FilePath/Hanoch-gourarier.jpg,male,Q3576455,Zéev Gourarier,http://commons.wikimedia.org/wiki/Special:FilePath/Zeev-GOURARIER.jpg,male
Q3292650,Marie Lincourt,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Lincourt.jpg,female,Q3580168,Églantine Éméyé,http://commons.wikimedia.org/wiki/Special:FilePath/Eglantine%20Emey%C3%A9%202013.jpg,female
Q1390617,Will,http://commons.wikimedia.org/wiki/Special:FilePath/Willy%20Maltaite%20Autoworld.jpg,male,Q3591255,Éric Maltaite,http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Maltaite%20-%20Le%20Mans%202014.jpg,male
Q3705006,Delia Gualtiero,http://commons.wikimedia.org/wiki/Special:FilePath/Delia%20Gualtiero.jpg,female,Q3667473,Chiara Canzian,http://commons.wikimedia.org/wiki/Special:FilePath/Chiara%20Canzian%202011.jpg,female
Q3931418,Red Canzian,http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Canzian%20during%20the%20concert.JPG,male,Q3667473,Chiara Canzian,http://commons.wikimedia.org/wiki/Special:FilePath/Chiara%20Canzian%202011.jpg,female
Q1541570,Pino Colizzi,http://commons.wikimedia.org/wiki/Special:FilePath/Pino%20Colizzi%201973.png,male,Q3667475,Chiara Colizzi,http://commons.wikimedia.org/wiki/Special:FilePath/Chiara%20Colizzi%20Ciak%20e%20Azione%202023.png,female
Q3623964,Arsenio Frugoni,http://commons.wikimedia.org/wiki/Special:FilePath/Arsenio%20Frugoni.jpg,male,Q3667479,Chiara Frugoni,http://commons.wikimedia.org/wiki/Special:FilePath/Chiara%20Frugoni%20%28Foto%20Luca%20Giarelli%29.jpg,female
Q3611792,Alighiero Noschese,http://commons.wikimedia.org/wiki/Special:FilePath/Alighiero%20Noschese%201973.jpg,male,Q3667500,Chiara Noschese,http://commons.wikimedia.org/wiki/Special:FilePath/Chiara%20Noschese%20%E2%80%93%20NOSCHESE3260598A.jpg,female
Q272145,Julia Nickson-Soul,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Nickson%20%28cropped%29.jpg,female,Q3674951,China Soul,http://commons.wikimedia.org/wiki/Special:FilePath/Chinasoul.jpg,female
Q727752,David Soul,http://commons.wikimedia.org/wiki/Special:FilePath/DavidSoul%202013.jpg,male,Q3674951,China Soul,http://commons.wikimedia.org/wiki/Special:FilePath/Chinasoul.jpg,female
Q727752,David Soul,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Soul%20%22Starsky%20%26%20Hutch%22%20%281975%20ABC%20publicity%20photo%29.jpg,male,Q3674951,China Soul,http://commons.wikimedia.org/wiki/Special:FilePath/Chinasoul.jpg,female
Q733698,Wilbert Awdry,http://commons.wikimedia.org/wiki/Special:FilePath/Rev%20W%20Awdry%20and%20Peter%20Sam%20-%201988-05-14.jpg,male,Q3675836,Christopher Awdry,http://commons.wikimedia.org/wiki/Special:FilePath/Christopher%20Awdry%20at%20the%20National%20Railway%20Museum%2C%20York%2C%201987.jpg,male
Q23815281,Sharad Panday,http://commons.wikimedia.org/wiki/Special:FilePath/Mother%20Teresa%20and%20Dr.Sharad%20panday.jpeg,male,Q3676086,Chunky Pandey,http://commons.wikimedia.org/wiki/Special:FilePath/Chunky%20pandey%20forest%20success.jpg,male
Q235346,Michelle Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Phillips%20-%201977%20ABC%20press%20photo.jpg,female,Q3676126,Chynna Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Chynna%20Phillips.jpg,female
Q235346,Michelle Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Phillips%20%281979%2C%20crop%29.jpg,female,Q3676126,Chynna Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Chynna%20Phillips.jpg,female
Q235346,Michelle Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Phillips%201967.JPG,female,Q3676126,Chynna Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Chynna%20Phillips.jpg,female
Q235346,Michelle Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Phillips%20PNG%20edit.png,female,Q3676126,Chynna Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Chynna%20Phillips.jpg,female
Q235346,Michelle Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Michelle%20Phillips%2C%201976.jpg,female,Q3676126,Chynna Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Chynna%20Phillips.jpg,female
Q506592,John Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Mamas%20and%20the%20Papas%27%20John%20Phillips%20in%201967.JPG,male,Q3676126,Chynna Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Chynna%20Phillips.jpg,female
Q1145222,Tony Gwynn,http://commons.wikimedia.org/wiki/Special:FilePath/Tony%20Gwynn%202011.jpg,male,Q3531782,"Tony Gwynn, Jr.",http://commons.wikimedia.org/wiki/Special:FilePath/Tony%20Gwynn%2C%20Jr.%20on%20August%203%2C%202011%20%282%29.jpg,male
Q2063696,Y. S. Rajasekhara Reddy,http://commons.wikimedia.org/wiki/Special:FilePath/Y.%20S.%20Rajasekhara%20Reddy%2C%202008.jpg,male,Q3531971,Y. S. Jaganmohan Reddy,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Chief%20Minister%20of%20Andhra%20Pradesh%2C%20Shri%20Y.S.%20Jagan%20Mohan%20Reddy.jpg,male
Q8045771,Y. S. Vijayamma,http://commons.wikimedia.org/wiki/Special:FilePath/Y.s.vijamma.JPG,female,Q3531971,Y. S. Jaganmohan Reddy,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Chief%20Minister%20of%20Andhra%20Pradesh%2C%20Shri%20Y.S.%20Jagan%20Mohan%20Reddy.jpg,male
Q10856383,Yutaka Takagi,http://commons.wikimedia.org/wiki/Special:FilePath/Yutaka%20Takagi%20on%20February%205%2C%202012.jpg,male,Q3532648,Toshiyuki Takagi,http://commons.wikimedia.org/wiki/Special:FilePath/Toshiyuki%20Takagi.jpg,male
Q5512301,G. K. Moopanar,http://commons.wikimedia.org/wiki/Special:FilePath/GK%20Moopanar%202010%20stamp%20of%20India.jpg,male,Q3532853,G. K. Vasan,http://commons.wikimedia.org/wiki/Special:FilePath/GKVasan%20copy.jpg,male
Q2049688,S. P. Balasubrahmanyam,http://commons.wikimedia.org/wiki/Special:FilePath/S.%20P.%20Balasubrahmanyam.jpg,male,Q3533144,S. P. B. Charan,http://commons.wikimedia.org/wiki/Special:FilePath/S.%20P.%20B.%20Charan.jpg,male
Q7532374,Sivakumar,http://commons.wikimedia.org/wiki/Special:FilePath/Sivakumar%20in%202016.jpg,male,Q3534361,Karthik Siva kumar,http://commons.wikimedia.org/wiki/Special:FilePath/Karthi%20Sivakumar%20%28cropped%29.jpg,male
Q2514234,Christian Décamps,http://commons.wikimedia.org/wiki/Special:FilePath/ChristianDecamps001.jpg,male,Q3539618,Tristan Décamps,http://commons.wikimedia.org/wiki/Special:FilePath/Ange%20Tristan%20D%C3%A9camps%20Florange%205%20f%C3%A9vrier%202010.jpg,male
Q1930835,Michel Mendès France,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Mend%C3%A8s%20France.jpg,male,Q3539641,Tristan Mendès France,http://commons.wikimedia.org/wiki/Special:FilePath/Tristan%20Mend%C3%A8s%20France.jpg,male
Q16672821,Rinchen Sadutshang,http://commons.wikimedia.org/wiki/Special:FilePath/Rinchen%20Dhondup%20Sadhutsang%20in%201959.jpg,male,Q3541498,Tsetan Dorji Sadutshang,http://commons.wikimedia.org/wiki/Special:FilePath/Tsetan%20Dorji%20Sadutshang.jpg,male
Q2219076,Dundul Namgyal Tsarong,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Tsarong%201950.jpg,male,Q3541504,Tsewang Jigme Tsarong,http://commons.wikimedia.org/wiki/Special:FilePath/D.N.Tsarong.jpg,male
Q63166839,Tsarong Yangchen Dolkar,http://commons.wikimedia.org/wiki/Special:FilePath/Yangchen%20Dolkar%20Tsarong%20in%20Kalimpong%20%281986%29%20%28cropped%29.jpg,female,Q3541504,Tsewang Jigme Tsarong,http://commons.wikimedia.org/wiki/Special:FilePath/D.N.Tsarong.jpg,male
Q654886,Salahuddin of Selangor,http://commons.wikimedia.org/wiki/Special:FilePath/Salahuddin%20Abdul%20Aziz%20%281965%29.jpg,male,Q3542702,Sharafuddin I of Selangor,http://commons.wikimedia.org/wiki/Special:FilePath/Sharafuddin%20of%20Selangor.jpg,male
Q38849,Shintarō Ishihara,http://commons.wikimedia.org/wiki/Special:FilePath/Shintaro%20Ishihara%202009828.JPG,male,Q3543364,Yoshizumi Ishihara,http://commons.wikimedia.org/wiki/Special:FilePath/Isihara%20Yosizumi.jpg,male
Q17477999,Humberto Dupeyron,http://commons.wikimedia.org/wiki/Special:FilePath/HumbertoDupeyron.jpg,male,Q3543485,Natasha Dupeyrón,http://commons.wikimedia.org/wiki/Special:FilePath/Natasha%20Dupeyr%C3%B3n%20%28cropped%29.jpg,female
Q3546694,Zsa Zsa Padilla,http://commons.wikimedia.org/wiki/Special:FilePath/Zsa%20Zsa%20Padilla%20in%202023.jpg,female,Q3543667,Karylle,http://commons.wikimedia.org/wiki/Special:FilePath/Karylle%20by%20Mickey%20Miranda%2C%20June%202011.jpg,female
Q3544988,Albert Llovera,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Llovera.jpg,male,Q3543972,Cristina Llovera,http://commons.wikimedia.org/wiki/Special:FilePath/Cristina%20Llovera.jpg,female
Q11365365,Nakamura Kenzaburo XVII,http://commons.wikimedia.org/wiki/Special:FilePath/Kanzabur%C5%8D%20Nakamura%20XVII%20%281950%29.jpg,male,Q3544366,Kuriko Namino,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B3%A2%E4%B9%83%E4%B9%85%E9%87%8C%E5%AD%90%20%28cropped%29.jpg,female
Q332485,Silvia Pinal,http://commons.wikimedia.org/wiki/Special:FilePath/Silvia%20Pinal%20in%20Maribel%20y%20la%20extra%C3%B1a%20familia%20%281960%29%20%28cropped%29.jpg,female,Q3545257,Sylvia Pasquel,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvia%20Pasquel%20%28cropped%29.jpg,female
Q62845,Jeroen Krabbé,http://commons.wikimedia.org/wiki/Special:FilePath/Jeroen%20Krabb%C3%A9%20%282018%29.jpg,male,Q3545345,Martijn Krabbé,http://commons.wikimedia.org/wiki/Special:FilePath/Martijn%20Krabbe.png,male
Q6788142,Matsumoto Hakuō I,http://commons.wikimedia.org/wiki/Special:FilePath/Koshiro%20Matsumoto%20VIII%201955%20Scan10048.jpg,male,Q3545489,Nakamura Kichiemon II,http://commons.wikimedia.org/wiki/Special:FilePath/Tatsujiro%20Namino%20cropped%202%20Tatsujiro%20Namino%20201711.jpg,male
Q2197580,Vilma Santos,http://commons.wikimedia.org/wiki/Special:FilePath/Governor%20Vilma%20Santos-Recto.jpg,female,Q3546728,Luis Manzano,http://commons.wikimedia.org/wiki/Special:FilePath/Bulgar%20-celebrityBTS%20Luis%20Manzano%20-%20Pilot%20Episode%20Teaser%200-6%20screenshot%20%28cropped%29.jpg,male
Q267335,Shulamit Aloni,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Shulamit%20Aloni.jpg,female,Q3547728,Udi Aloni,http://commons.wikimedia.org/wiki/Special:FilePath/Udi%20Aloni%20-%20Seminci%202016.jpg,male
Q445145,Erika Mahringer,http://commons.wikimedia.org/wiki/Special:FilePath/Erika%20Mahringer%20Are1954.jpg,female,Q3547968,Ulrich Spiess,http://commons.wikimedia.org/wiki/Special:FilePath/Uli%20Spiess.jpg,male
Q345494,Ryuichi Sakamoto,http://commons.wikimedia.org/wiki/Special:FilePath/RyuichiSakamotoJI4.jpg,male,Q3548289,Miu Sakamoto,http://commons.wikimedia.org/wiki/Special:FilePath/Miu%20Sakamoto%2020240406.jpg,female
Q2124,Valéry Giscard d'Estaing,http://commons.wikimedia.org/wiki/Special:FilePath/Val%C3%A9ry%20Giscard%20d%27Estaing%20%281975%29.jpg,male,Q3554215,Valérie-Anne Giscard d'Estaing,http://commons.wikimedia.org/wiki/Special:FilePath/Val%C3%A9rie-Anne%20Giscard%20d%27Estaing%201975.jpg,female
Q93535,"Marie Christine, Princess Michael of Kent",http://commons.wikimedia.org/wiki/Special:FilePath/HRH%20Princess%20Michael%20of%20Kent%20Allan%20Warren.jpg,female,Q3735133,Lord Frederick Windsor,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrick%20Windsor%2C%20Sophie%20Winkleman%2C%20at%20British%20Polo%20Day.jpg,male
Q313752,Prince Michael of Kent,http://commons.wikimedia.org/wiki/Special:FilePath/HRH%20Prince%20Michael%20of%20Kent%2062%20Allan%20Warren.jpg,male,Q3735133,Lord Frederick Windsor,http://commons.wikimedia.org/wiki/Special:FilePath/Fredrick%20Windsor%2C%20Sophie%20Winkleman%2C%20at%20British%20Polo%20Day.jpg,male
Q777287,Ali Hewson,http://commons.wikimedia.org/wiki/Special:FilePath/Alison%20Hewson.jpg,female,Q3735288,Eve Hewson,http://commons.wikimedia.org/wiki/Special:FilePath/Eve%20Hewson.jpg,female
Q777287,Ali Hewson,http://commons.wikimedia.org/wiki/Special:FilePath/Alison%20Hewson%20portrait.jpg,female,Q3735288,Eve Hewson,http://commons.wikimedia.org/wiki/Special:FilePath/Eve%20Hewson.jpg,female
Q834621,Bono,http://commons.wikimedia.org/wiki/Special:FilePath/Bono%20singing%20in%20Indianapolis%20on%20Joshua%20Tree%20Tour%202017%209-10-17.jpg,male,Q3735288,Eve Hewson,http://commons.wikimedia.org/wiki/Special:FilePath/Eve%20Hewson.jpg,female
Q161842,Jaan Kross,http://commons.wikimedia.org/wiki/Special:FilePath/Jaan%20Kross%20%281987%29%20by%20Guenter%20Prust.jpg,male,Q3735691,Eerik-Niiles Kross,http://commons.wikimedia.org/wiki/Special:FilePath/Kross%2C%20Eerik-Niiles.IMG%202106.JPG,male
Q152239,Queen Camilla,http://commons.wikimedia.org/wiki/Special:FilePath/Queen%20Camilla%20in%20Aotearoa%202019.jpg,female,Q3736070,Tom Parker Bowles,http://commons.wikimedia.org/wiki/Special:FilePath/Tomparkerbowles%20%28cropped%29%20%28cropped%29.jpg,male
Q1009513,"George Windsor, Earl of St Andrews",http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20family%20on%20the%20balcony.JPG,male,Q3736843,"Edward Windsor, Lord Downpatrick",http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Downpatrick.jpg,male
Q360084,Juri Lotman,http://commons.wikimedia.org/wiki/Special:FilePath/Yuri%20Lotman.%20Portrait.%201980.jpg,male,Q3737434,Aleksei Lotman,http://commons.wikimedia.org/wiki/Special:FilePath/Aleksei%20Lotman%2C%20eesti%20bioloog%2C%20looduskaitsja%20MAFF-il%202022.jpg,male
Q114063,Ermanno Olmi,http://commons.wikimedia.org/wiki/Special:FilePath/Ermanno%20Olmi%20alla%20Mostra%20del%20Cinema%20di%20Venezia%20nel%201965.png,male,Q3737796,Fabio Olmi,http://commons.wikimedia.org/wiki/Special:FilePath/Basilicata%20Coast2Coast%2C%20F.Olmi.jpg,male
Q1069850,Augusto Del Noce,http://commons.wikimedia.org/wiki/Special:FilePath/Augusto%20Del%20Noce.jpg,male,Q3738012,Fabrizio Del Noce,http://commons.wikimedia.org/wiki/Special:FilePath/Fabrizio%20Del%20Noce.jpg,male
Q3756999,Gaetano Gifuni,http://commons.wikimedia.org/wiki/Special:FilePath/Gaetano%20Gifuni.jpg,male,Q3738047,Fabrizio Gifuni,http://commons.wikimedia.org/wiki/Special:FilePath/Fabrizio%20Gifuni%20%28cropped%29.jpg,male
Q3751373,Franco Latini,http://commons.wikimedia.org/wiki/Special:FilePath/Franco%20Latini.png,male,Q3738135,Fabrizio Vidale,http://commons.wikimedia.org/wiki/Special:FilePath/Fabrizio%20Vidale%20-%20Lucca%20Comics%20%26%20Games%202015.JPG,male
Q937956,Marek Lemsalu,http://commons.wikimedia.org/wiki/Special:FilePath/Marek%20Lemsalu%202008.JPG,male,Q3738174,Liis Lemsalu,http://commons.wikimedia.org/wiki/Special:FilePath/Liis%20Lemsalu%2020180509.jpg,female
Q533830,Sixten Sild,http://commons.wikimedia.org/wiki/Special:FilePath/Sixten%20Sild.jpg,male,Q3740289,Timo Sild,http://commons.wikimedia.org/wiki/Special:FilePath/Timo%20Sild%20JWOC2007%20Long.JPG,male
Q152239,Queen Camilla,http://commons.wikimedia.org/wiki/Special:FilePath/Queen%20Camilla%20in%20Aotearoa%202019.jpg,female,Q3743314,Laura Lopes,http://commons.wikimedia.org/wiki/Special:FilePath/Laura%20Parker%20Bowles%20by%20Reginald%20Gray.jpg,female
Q1360254,Ernst Spieß,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Spiess.jpg,male,Q3547968,Ulrich Spiess,http://commons.wikimedia.org/wiki/Special:FilePath/Uli%20Spiess.jpg,male
Q701926,Per Federspiel,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20Federspiel%20en%20Jan%20de%20Quay%20%281961%29.jpg,male,Q3547975,Ulrik Federspiel,http://commons.wikimedia.org/wiki/Special:FilePath/Direktor%20Ulrik%20Federspiel%20%2C%20danske%20Udenrigsministeriet%2C%20vid%20Nordiska%20radets%20session%20i%20Helsingfors%202008-10-27.jpg,male
Q4205284,Ichikawa Utaemon,http://commons.wikimedia.org/wiki/Special:FilePath/Utaemon%20Ichikawa%201956%20IMG%2020220409%200004.jpg,male,Q3548239,Kin'ya Kitaōji,http://commons.wikimedia.org/wiki/Special:FilePath/Kin%27ya%20Kitaoji%20Studio%20Still%20from%20Wakagimi%20to%20Jinanbo%201961%20Scan10001.jpg,male
Q4205284,Ichikawa Utaemon,http://commons.wikimedia.org/wiki/Special:FilePath/Utaemon%20Ichikawa%201956%20IMG%2020220409%200004.jpg,male,Q3548239,Kin'ya Kitaōji,http://commons.wikimedia.org/wiki/Special:FilePath/Kin%27ya%20Kitaoji%20Studio%20Still%20from%20Wakagimi%20to%20Jinanbo%201961%20Scan10001.jpg,male
Q983317,Teofisto Guingona Jr.,http://commons.wikimedia.org/wiki/Special:FilePath/Vp%20guingona.jpg,male,Q3550710,Teofisto Guingona III,http://commons.wikimedia.org/wiki/Special:FilePath/Senator%20TG%20Guingona%20visits%20Negros%20Occidental%207.15.15%20%28cropped%29.png,male
Q63869607,Pier Luigi Bernabò,http://commons.wikimedia.org/wiki/Special:FilePath/Pier%20Luigi%20Bernab%C3%B2%202014-2.jpg,male,Q3553719,Valerio Bernabò,http://commons.wikimedia.org/wiki/Special:FilePath/Valerio%20Bernabo.jpg,male
Q467628,Anne-Aymone Giscard d'Estaing,http://commons.wikimedia.org/wiki/Special:FilePath/Anne-Aymone%20Giscard%20d%27Estaing%20portrait.jpg,female,Q3554215,Valérie-Anne Giscard d'Estaing,http://commons.wikimedia.org/wiki/Special:FilePath/Val%C3%A9rie-Anne%20Giscard%20d%27Estaing%201975.jpg,female
Q2371660,Vern Law,http://commons.wikimedia.org/wiki/Special:FilePath/Vern%20Law%20%285405222334%29%20%28cropped%29.jpg,male,Q3554457,Vance Law,http://commons.wikimedia.org/wiki/Special:FilePath/Vance%20Law.jpg,male
Q1357368,Luc Hoffmann,http://commons.wikimedia.org/wiki/Special:FilePath/Luc%20Hoffmann.jpg,male,Q3555710,Vera Michalski,http://commons.wikimedia.org/wiki/Special:FilePath/Vera%20Michalski.jpg,female
Q3121553,Guy Bedos,http://commons.wikimedia.org/wiki/Special:FilePath/Guy%20Bedos%202013.jpg,male,Q3557679,Victoria Bedos,http://commons.wikimedia.org/wiki/Special:FilePath/Victoria%20Bedos%20%28cropped%29.jpg,female
Q15879112,Marcus Kaisiëpo,http://commons.wikimedia.org/wiki/Special:FilePath/M.%20W.%20Kaisi%C3%ABpo.jpg,male,Q3558301,Viktor Kaisiepo,http://commons.wikimedia.org/wiki/Special:FilePath/Viktor%20Kaisiepo.jpg,male
Q59813,Jolanta Polikevičiūtė,http://commons.wikimedia.org/wiki/Special:FilePath/Jolanta%20Polikeviciute%20%28cropped%29.jpg,female,Q3558314,Viktor Manakov,http://commons.wikimedia.org/wiki/Special:FilePath/Antoing%20-%20Triptyque%20des%20Monts%20et%20Ch%C3%A2teaux%2C%20%C3%A9tape%201%2C%203%20avril%202015%2C%20d%C3%A9part%20%28C017%29.JPG,male
Q2965753,Christiane Collange,http://commons.wikimedia.org/wiki/Special:FilePath/Christiane%20Collange-Nancy%202011%20%281%29.jpg,female,Q3559621,Vincent Ferniot,http://commons.wikimedia.org/wiki/Special:FilePath/Gu%C3%A9rande%20-%20Midi%20en%20France%20-%20Vincent%20Ferniot%203.JPG,male
Q1209826,Dick Van Patten,http://commons.wikimedia.org/wiki/Special:FilePath/DickVanPattenApr10.jpg,male,Q3559869,Vincent Van Patten,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Van%20Patten%202017.jpg,male
Q48283,Julija Tymošenko,http://commons.wikimedia.org/wiki/Special:FilePath/Yulia%20Tymoshenko%202018%20Vadim%20Chuprina.jpg,female,Q3560127,Yevheniya Tymoshenko,http://commons.wikimedia.org/wiki/Special:FilePath/Jewhenija%20Timoschenko.JPG,female
Q63033502,Nina Lagergren,http://commons.wikimedia.org/wiki/Special:FilePath/Nina%20Lagergren%202009.jpg,female,Q3742229,Nane Annan,http://commons.wikimedia.org/wiki/Special:FilePath/Nane%20Annan.jpg,female
Q1009513,"George Windsor, Earl of St Andrews",http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20family%20on%20the%20balcony.JPG,male,Q3743378,Amelia Windsor,http://commons.wikimedia.org/wiki/Special:FilePath/Amelia%20Windsor%20cropped%20from%20Royal%20family%20on%20the%20balcony.JPG,female
Q350789,Valentino Mazzola,http://commons.wikimedia.org/wiki/Special:FilePath/Mazzola%20primo%20piano.jpg,male,Q3743800,Ferruccio Mazzola,http://commons.wikimedia.org/wiki/Special:FilePath/Ferruccio%20Mazzola.jpg,male
