person1,person2,image1,image2,relationship,are_related
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q23505,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/George%20H.%20W.%20Bush%20presidential%20portrait%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,1
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,1
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,1
Q4100648,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Prescott%20and%20Dorothy%20Bush%201952.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,grandparent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
Q190628,Q207,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Bush%201991.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg,parent - child,1
